KATEGORIA;INTERNY;STUD;ZAM;HODINA;HODINA_STV;DEN;PO;UT;STR;STVR;PIA;SO
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
informacie_pre;1;1;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
informacie_o;1;1;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;1;1;0;8;64;1;1;0;0;0;0;0
informacie_pre;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
informacie_pre;1;1;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;1;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;1;0;8;64;1;1;0;0;0;0;0
o_fakulte;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;1;0;8;64;1;1;0;0;0;0;0
studium;1;1;0;8;64;1;1;0;0;0;0;0
studium;1;1;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
dokumenty;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
ostatne;0;0;0;8;64;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
dokumenty;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
studium;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;1;0;8;64;1;1;0;0;0;0;0
vyhladavanie;1;1;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;1;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
studium;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
veda_vyskum;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
uvod;1;0;1;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
oznamy;0;0;0;8;64;1;1;0;0;0;0;0
uvod;0;0;0;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
o_fakulte;1;0;1;8;64;1;1;0;0;0;0;0
informacie_pre;0;0;0;8;64;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
oznamy;1;0;1;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
veda_vyskum;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
informacie_o;1;1;0;9;81;1;1;0;0;0;0;0
informacie_pre;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
vyhladavanie;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
oznamy;1;0;1;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
oznamy;1;0;1;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
udalosti;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
informacie_o;0;0;0;9;81;1;1;0;0;0;0;0
informacie_o;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;9;81;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
